Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Derrick Henry (TEN),17,238,14,99,2,4,0,0,0,0,0,0,1,47.8,47.8,99.9%,2018,14
2,Ezekiel Elliott (DAL),28,113,4,20,1,0,12,13,79,6.6,0,0,1,31.2,31.2,98.3%,2018,14
3,Saquon Barkley (NYG),14,170,12.1,78,2,1,4,5,27,6.8,0,0,1,29.7,29.7,98.9%,2018,14
4,Christian McCaffrey (CAR),16,63,3.9,25,1,2,6,7,38,6.3,0,0,1,28.1,28.1,99.9%,2018,14
5,Joe Mixon (CIN),26,111,4.3,19,0,1,5,6,27,5.4,0,0,1,24.8,24.8,99.9%,2018,14
6,Aaron Jones (GB),17,78,4.6,29,1,1,3,3,28,9.3,0,0,1,19.6,19.6,99.7%,2018,14
7,Dalvin Cook (MIN),13,55,4.2,13,0,0,5,7,28,5.6,1,0,1,19.3,19.3,99.9%,2018,14
8,Damien Williams (ATL),8,14,1.8,5,0,1,4,5,16,4,1,0,1,19,19,2.0%,2018,14
9,Brandon Bolden (LV),2,60,30,54,1,2,1,1,0,0,0,0,1,19,19,0.6%,2018,14
10,Nick Chubb (CLE),13,66,5.1,29,1,1,4,6,17,4.3,0,0,1,18.3,18.3,99.7%,2018,14
11,Spencer Ware (FA),15,75,5,13,0,0,5,5,54,10.8,0,0,1,17.9,17.9,0.0%,2018,14
12,Austin Ekeler (LAC),15,66,4.4,18,0,1,2,5,28,14,0,0,1,17.4,17.4,99.9%,2018,14
13,Elijah McGuire (FA),17,60,3.5,34,1,1,3,4,23,7.7,0,0,1,17.3,17.3,0.0%,2018,14
14,Jaylen Samuels (FA),11,28,2.5,9,0,0,7,7,64,9.1,0,0,1,16.2,16.2,0.0%,2018,14
15,Lamar Miller (FA),14,33,2.4,13,0,1,5,6,19,3.8,0,0,1,16.2,16.2,0.0%,2018,14
16,Alvin Kamara (NO),12,51,4.3,12,0,0,5,6,36,7.2,0,0,1,15.7,15.7,99.4%,2018,14
17,Phillip Lindsay (IND),14,30,2.1,5,0,1,4,7,21,5.3,0,0,1,15.1,15.1,0.8%,2018,14
18,Kenneth Dixon (FA),8,59,7.4,15,0,1,1,1,21,21,0,0,1,15,15,0.1%,2018,14
19,Chris Carson (FA),22,90,4.1,11,0,1,0,0,0,0,0,0,1,15,15,6.6%,2018,14
20,Kenyan Drake (LV),6,24,4,11,0,0,1,1,55,55,1,0,1,14.9,14.9,6.4%,2018,14
21,David Johnson (FA),15,49,3.3,10,0,0,8,10,12,1.5,0,0,1,14.1,14.1,0.7%,2018,14
22,Tarik Cohen (FA),9,69,7.7,32,2,0,4,4,20,5,0,0,1,12.9,12.9,0.1%,2018,14
23,Darren Sproles (FA),1,2,2,2,0,0,3,3,34,11.3,1,0,1,12.6,12.6,0.1%,2018,14
24,Frank Gore (FA),12,92,7.7,36,1,0,1,1,24,24,0,0,1,12.6,12.6,12.1%,2018,14
25,Mark Ingram II (NO),13,52,4,17,0,1,1,3,1,1,0,0,1,12.3,12.3,23.9%,2018,14
26,Zach Zenner (FA),12,54,4.5,14,0,1,0,0,0,0,0,0,1,11.4,11.4,0.0%,2018,14
27,Jordan Howard (FA),19,101,5.3,21,1,0,1,1,2,2,0,0,1,11.3,11.3,0.1%,2018,14
28,Jeff Wilson Jr. (SF),23,90,3.9,11,0,0,1,2,6,6,0,0,1,10.6,10.6,2.1%,2018,14
