Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
21,Diontae Johnson (PIT),88,144,923,10.5,47,0,7,3,15,0,1,15,221.8,14.8,98.1%,2020
22,CeeDee Lamb (DAL),74,111,935,12.6,52,0,5,10,82,1,1,16,217.7,13.6,99.7%,2020
23,Chase Claypool (PIT),62,109,873,14.1,84,0,9,10,16,2,1,16,214.9,13.4,89.1%,2020
24,Curtis Samuel (WAS),77,97,851,11.1,44,0,3,41,200,2,0,15,212.1,14.1,6.5%,2020
25,DJ Moore (CAR),66,118,"1,193",18.1,74,0,4,2,22,0,0,15,211.5,14.1,97.6%,2020
26,Cooper Kupp (LAR),92,124,974,10.6,55,0,3,4,33,0,1,15,208.7,13.9,99.9%,2020
27,Cole Beasley (FA),82,107,967,11.8,35,0,4,0,0,0,0,15,207.5,13.8,1.5%,2020
28,Tee Higgins (CIN),67,108,908,13.6,67,0,6,5,28,0,1,16,194.6,12.2,98.4%,2020
29,Tyler Boyd (CIN),79,110,841,10.6,72,0,4,5,49,0,0,15,192.6,12.8,66.3%,2020
30,Corey Davis (NYJ),65,92,984,15.1,75,0,5,0,0,0,1,14,191.4,13.7,55.8%,2020
31,Chris Godwin (TB),65,84,840,12.9,47,0,7,0,0,0,0,12,191,15.9,94.4%,2020
32,William Fuller V (FA),53,75,879,16.6,77,0,8,1,0,0,0,11,188.9,17.2,4.7%,2020
33,Jarvis Landry (FA),72,101,840,11.7,32,0,3,4,10,1,0,15,188,12.5,66.0%,2020
34,Nelson Agholor (NE),48,82,896,18.7,85,0,8,0,0,0,0,16,185.6,11.6,1.4%,2020
35,Brandon Aiyuk (SF),60,96,748,12.5,49,0,5,6,77,2,0,12,184.5,15.4,86.5%,2020
36,Marquise Brown (ARI),58,100,769,13.3,70,0,8,1,1,0,0,16,183,11.4,95.4%,2020
37,Russell Gage (TB),72,109,786,10.9,35,0,4,2,9,0,0,16,181.1,11.3,85.4%,2020
38,Michael Gallup (DAL),59,105,843,14.3,55,0,5,0,0,0,0,16,173.3,10.8,85.0%,2020
39,Jamison Crowder (BUF),59,89,699,11.8,69,0,6,1,14,0,0,12,172,14.3,12.8%,2020
40,DeVante Parker (NE),63,103,793,12.6,31,0,4,0,0,0,0,14,166.3,11.9,55.0%,2020
41,Emmanuel Sanders (BUF),61,82,726,11.9,51,0,5,1,12,0,0,14,164.8,11.8,1.9%,2020
42,T.Y. Hilton (FA),56,93,762,13.6,50,0,5,0,0,0,0,15,164.2,10.9,0.9%,2020
43,Sterling Shepard (NYG),66,90,656,9.9,29,0,3,6,49,1,0,12,162.5,13.5,25.6%,2020
44,Tim Patrick (DEN),51,79,742,14.5,61,0,6,0,0,0,0,15,161.2,10.7,39.3%,2020
45,Jerry Jeudy (DEN),52,113,856,16.5,92,0,3,0,0,0,0,16,157.6,9.9,93.6%,2020
46,Laviska Shenault Jr. (JAC),58,79,600,10.3,36,0,5,18,91,0,0,14,157.1,11.2,1.8%,2020
47,Keelan Cole Sr. (NYJ),55,88,642,11.7,51,0,5,1,2,0,0,16,155.4,9.7,0.6%,2020
48,Mike Williams (LAC),48,85,756,15.8,64,0,5,1,1,0,0,15,153.7,10.2,94.9%,2020
49,D.J. Chark Jr. (DET),53,93,706,13.3,73,0,5,0,0,0,0,13,153.6,11.8,64.9%,2020
50,Darnell Mooney (CHI),61,98,631,10.3,53,0,4,4,20,0,0,16,152.1,9.5,93.0%,2020
51,Christian Kirk (JAC),48,79,621,12.9,80,0,6,2,3,0,0,14,146.4,10.5,87.4%,2020
52,Julio Jones (FA),51,68,771,15.1,44,0,3,0,0,0,0,9,146.1,16.2,14.2%,2020
53,Jakobi Meyers (NE),59,81,729,12.4,35,0,0,2,9,0,1,14,142.6,10.2,80.6%,2020
54,Darius Slayton (NYG),50,96,751,15,41,0,3,2,-1,0,1,16,141,8.8,9.1%,2020
55,Marquez Valdes-Scantling (KC),33,63,690,20.9,78,0,6,4,13,0,1,16,137.3,8.6,75.6%,2020
56,Gabriel Davis (BUF),35,62,599,17.1,56,0,7,1,0,0,0,16,136.9,8.6,90.5%,2020
57,Zach Pascal (PHI),44,71,629,14.3,42,0,5,0,0,0,0,16,136.9,8.6,0.8%,2020
58,Greg Ward (PHI),53,79,419,7.9,32,0,6,2,-4,0,0,16,133.1,8.3,0.1%,2020
59,Hunter Renfrow (LV),56,77,656,11.7,53,0,2,0,0,0,1,16,131.6,8.2,91.5%,2020
60,Kendrick Bourne (NE),49,74,667,13.6,49,0,2,0,0,0,0,15,129.7,8.6,21.5%,2020
61,Mecole Hardman (KC),41,62,560,13.7,49,0,4,4,31,0,2,16,128.1,8,70.0%,2020
62,Josh Reynolds (DET),52,81,618,11.9,40,0,2,1,5,0,1,16,124.3,7.8,0.9%,2020
63,Rashard Higgins (CAR),37,52,599,16.2,43,0,4,0,0,0,0,13,120.9,9.3,0.7%,2020
64,David Moore (CHI),35,47,417,11.9,57,0,6,8,61,0,0,16,118.8,7.4,0.1%,2020
65,Antonio Brown (FA),45,62,483,10.7,46,0,4,2,-2,0,0,8,117.1,14.6,4.8%,2020
66,Travis Fulgham (DEN),38,67,539,14.2,42,0,4,0,0,0,0,13,115.9,8.9,0.1%,2020
67,Damiere Byrd (ATL),47,77,604,12.9,42,0,1,2,15,0,0,16,114.9,7.2,0.2%,2020
68,A.J. Green (ARI),47,104,523,11.1,33,0,2,0,0,0,0,16,111.3,7,5.5%,2020
69,Anthony Miller (PIT),49,76,485,9.9,34,0,2,2,12,0,1,16,108.7,6.8,0.6%,2020
70,Demarcus Robinson (LV),45,59,466,10.4,28,0,3,0,0,0,1,15,107.6,7.2,0.5%,2020
71,Danny Amendola (FA),46,69,602,13.1,50,0,0,1,2,0,0,14,106.4,7.6,0.0%,2020
72,Tre'Quan Smith (NO),34,50,448,13.2,31,0,4,1,3,0,0,14,103.1,7.4,1.0%,2020
73,Scotty Miller (TB),33,53,501,15.2,48,0,3,3,14,0,0,16,102.5,6.4,0.6%,2020
74,Larry Fitzgerald (FA),54,72,409,7.6,18,0,1,0,0,0,0,13,100.9,7.8,0.2%,2020
75,Randall Cobb (GB),38,48,441,11.6,34,0,3,0,0,0,0,10,100.1,10,5.8%,2020
76,Isaiah McKenzie (BUF),30,34,282,9.4,46,0,5,10,9,0,0,16,99.6,6.2,0.9%,2020
77,James Washington (DAL),30,56,392,13.1,50,0,5,0,0,0,0,16,99.2,6.2,13.9%,2020
78,Breshad Perriman (TB),30,60,505,16.8,53,0,3,1,6,0,0,12,99.1,8.3,0.2%,2020
79,Michael Pittman Jr. (IND),40,61,503,12.6,45,0,1,3,26,0,0,13,98.9,7.6,97.9%,2020
80,Allen Lazard (GB),33,46,451,13.7,72,0,3,2,17,0,0,10,97.8,9.8,81.5%,2020
81,Braxton Berrios (NYJ),37,55,394,10.6,43,0,3,3,29,0,0,16,97.3,6.1,16.8%,2020
82,Jalen Guyton (LAC),28,55,511,18.3,72,0,3,2,0,0,0,16,97.1,6.1,0.8%,2020
83,Chris Conley (HOU),40,63,471,11.8,51,0,2,0,0,0,1,15,97.1,6.5,0.5%,2020
84,John Brown (FA),33,52,458,13.9,46,0,3,0,0,0,0,9,96.8,10.8,1.1%,2020
85,Willie Snead IV (FA),33,48,432,13.1,34,0,3,0,0,0,0,13,94.2,7.2,0.0%,2020
86,KJ Hamler (DEN),30,56,381,12.7,49,0,3,9,40,0,0,13,90.1,6.9,1.0%,2020
87,Sammy Watkins (GB),37,55,421,11.4,37,0,2,1,3,0,1,10,88.4,8.8,6.1%,2020
88,Jakeem Grant Sr. (CLE),36,54,373,10.4,30,0,1,3,20,0,0,14,87.3,6.2,0.2%,2020
89,Jalen Reagor (PHI),31,54,396,12.8,55,0,1,4,26,0,0,11,87.2,7.9,1.0%,2020
90,Keke Coutee (IND),33,40,400,12.1,64,0,3,0,0,0,3,8,87,10.9,0.1%,2020
91,Odell Beckham Jr. (FA),23,43,319,13.9,43,0,3,3,72,1,0,7,86.8,12.4,45.0%,2020
92,Golden Tate (FA),35,52,388,11.1,39,0,2,0,0,0,0,12,86.5,7.2,0.0%,2020
93,Cam Sims (WAS),32,48,477,14.9,50,0,1,1,5,0,0,16,86.2,5.4,0.1%,2020
94,Henry Ruggs III (FA),26,43,452,17.4,72,0,2,9,49,0,2,13,84.1,6.5,10.9%,2020
95,Michael Thomas (NO),40,55,438,11,24,0,0,1,1,0,0,7,83.9,12,93.7%,2020
96,Deebo Samuel (SF),33,44,391,11.8,35,0,1,8,26,0,0,7,80.7,11.5,99.8%,2020
97,Tyron Johnson (LV),20,26,398,19.9,55,0,3,3,17,0,0,12,79.5,6.6,0.1%,2020
98,Preston Williams (MIA),18,35,288,16,47,0,4,0,0,0,0,8,74.8,9.4,0.2%,2020
99,N'Keal Harry (NE),33,57,309,9.4,30,0,2,2,0,0,1,14,73.9,5.3,0.5%,2020
100,Miles Boykin (PIT),19,33,266,14,43,0,4,0,0,0,0,16,69.6,4.4,0.2%,2020
101,Quintez Cephus (DET),20,35,349,17.5,49,0,2,0,0,0,0,13,66.9,5.1,0.7%,2020
102,Kenny Golladay (NYG),20,32,338,16.9,48,0,2,0,0,0,0,5,65.8,13.2,58.2%,2020
103,Richie James Jr. (NYG),23,35,394,17.1,47,0,1,0,0,0,2,11,64.4,5.9,0.1%,2020
104,DaeSean Hamilton (HOU),23,44,293,12.7,40,0,2,0,0,0,1,16,62.3,3.9,0.6%,2020
105,Denzel Mims (NYJ),23,44,357,15.5,30,0,0,0,0,0,0,9,60.7,6.7,0.5%,2020
106,Marvin Hall (FA),18,32,302,16.8,73,0,2,1,1,0,0,12,60.3,5,0.0%,2020
107,Collin Johnson (NYG),18,31,272,15.1,46,0,2,0,0,0,0,14,59.2,4.2,0.1%,2020
108,Donovan Peoples-Jones (CLE),14,20,304,21.7,75,0,2,0,0,0,0,12,58.4,4.9,29.5%,2020
109,Adam Humphries (FA),23,35,228,9.9,23,0,2,1,0,0,0,7,57.8,8.3,0.6%,2020
110,Steven Sims Jr. (PIT),27,37,265,9.8,30,0,1,1,18,0,2,12,57.3,4.8,0.1%,2020
111,Julian Edelman (FA),21,39,315,15,49,0,0,2,22,0,0,6,56.2,9.4,13.1%,2020
112,Isaiah Ford (MIA),28,44,276,9.9,18,0,0,0,0,0,0,10,55.6,5.6,0.0%,2020
113,Andy Isabella (ARI),21,35,224,10.7,54,0,2,1,-6,0,0,13,54.8,4.2,0.1%,2020
114,Olamide Zaccheaus (ATL),20,32,274,13.7,51,0,1,1,0,0,0,11,53.4,4.9,1.0%,2020
115,Devin Duvernay (BAL),20,26,201,10.1,39,0,0,4,70,0,0,16,53.1,3.3,1.2%,2020
116,Cedrick Wilson Jr. (MIA),17,28,189,11.1,42,0,2,3,-12,0,0,16,51.6,3.2,1.4%,2020
117,Chad Beebe (FA),20,30,201,10.1,40,0,2,0,0,0,1,14,50.1,3.6,0.0%,2020
118,Deonte Harty (NO),20,25,186,9.3,40,0,1,6,51,0,1,9,47.7,5.3,0.7%,2020
119,Van Jefferson (LAR),19,31,220,11.6,31,0,1,1,-1,0,0,16,46.9,2.9,32.8%,2020
120,Chad Hansen (ATL),17,24,236,13.9,38,0,1,0,0,0,0,5,46.6,9.3,0.1%,2020
121,Isaiah Wright (FA),27,35,197,7.3,22,0,0,3,16,0,1,14,46.3,3.3,0.0%,2020
122,Dontrelle Inman (FA),18,28,163,9.1,17,0,2,0,0,0,0,10,46.3,4.6,0.0%,2020
123,DeSean Jackson (FA),14,26,236,16.9,81,0,1,1,12,0,0,5,44.8,9,2.8%,2020
124,Mohamed Sanu Sr. (SF),17,24,187,11,21,0,1,1,3,0,0,10,44,4.4,0.0%,2020
125,Marquez Callaway (NO),21,27,213,10.1,27,0,0,0,0,0,0,11,42.3,3.8,2.5%,2020
126,Byron Pringle (CHI),13,17,160,12.3,37,0,1,0,0,0,0,12,41,3.4,3.6%,2020
127,Tyler Johnson (TB),12,17,169,14.1,35,0,2,0,0,0,0,14,40.9,2.9,0.5%,2020
128,Freddie Swain (SEA),13,21,159,12.2,23,0,2,0,0,0,0,16,40.9,2.6,0.2%,2020
129,Marcus Johnson (SF),14,28,255,18.2,55,0,0,0,0,0,0,11,39.5,3.6,0.1%,2020
130,Mack Hollins (LV),16,25,176,11,34,0,1,0,0,0,1,16,37.6,2.4,0.1%,2020
131,Zay Jones (JAC),14,20,154,11,37,0,1,0,0,0,0,16,36.6,2.3,1.0%,2020
132,Bryan Edwards (LV),11,15,193,17.5,34,0,1,0,0,0,0,12,36.3,3,1.1%,2020
133,Bisi Johnson (MIN),14,19,189,13.5,29,0,0,0,0,0,0,16,34.9,2.2,0.1%,2020
134,Jeff Smith (NYJ),17,37,167,9.8,21,0,0,0,0,0,0,12,33.7,2.8,0.0%,2020
135,KeeSean Johnson (SF),15,23,173,11.5,45,0,0,0,0,0,0,8,32.3,4,0.0%,2020
136,Ray-Ray McCloud (SF),20,22,77,3.9,13,0,0,4,65,0,1,16,32.2,2,0.2%,2020
137,Kenny Stills (FA),11,19,144,13.1,24,0,1,0,0,0,0,10,31.4,3.1,0.0%,2020
138,Mike Thomas (CIN),13,21,132,10.2,29,0,1,1,1,0,1,14,30.3,2.2,0.2%,2020
139,Cameron Batson (FA),12,13,100,8.3,18,0,1,4,20,0,0,12,30,2.5,0.0%,2020
140,Noah Brown (DAL),14,24,154,11,20,0,0,1,4,0,0,16,29.8,1.9,0.2%,2020
141,Brandon Powell (LAR),12,18,69,5.8,13,0,2,2,7,0,1,15,29.6,2,0.1%,2020
142,KhaDarel Hodge (ATL),11,17,180,16.4,42,0,0,0,0,0,0,9,29,3.2,0.2%,2020
143,Auden Tate (ATL),14,22,150,10.7,19,0,0,0,0,0,0,9,29,3.2,0.4%,2020
144,John Hightower (PHI),10,29,167,16.7,59,0,0,1,1,0,0,13,28.8,2.2,0.0%,2020
145,Kalif Raymond (DET),9,15,187,20.8,61,0,0,1,-3,0,0,15,27.4,1.8,0.7%,2020
146,Christian Blake (FA),13,18,141,10.8,25,0,0,0,0,0,0,16,27.1,1.7,0.0%,2020
147,Chris Hogan (FA),14,26,118,8.4,27,0,0,0,0,0,0,5,25.8,5.2,0.0%,2020
148,Gunner Olszewski (PIT),5,5,62,12.4,38,0,1,5,23,0,0,13,25.5,2,0.2%,2020
149,Equanimeous St. Brown (CHI),7,13,117,16.7,24,0,1,1,7,0,0,12,25.4,2.1,0.2%,2020
150,Malcolm Perry (FA),9,13,92,10.2,25,0,1,3,5,0,0,9,24.7,2.7,1.0%,2020
151,Quez Watkins (PHI),7,13,106,15.1,43,0,1,0,0,0,0,6,23.6,3.9,0.6%,2020
152,Alshon Jeffery (FA),6,13,115,19.2,39,0,1,0,0,0,0,7,23.5,3.4,0.0%,2020
153,Laquon Treadwell (JAC),6,7,49,8.2,14,0,2,0,0,0,0,5,22.9,4.6,0.3%,2020
154,Dez Bryant (FA),6,11,47,7.8,16,0,2,0,0,0,0,6,22.7,3.8,2.6%,2020
155,Alex Erickson (WAS),12,17,139,11.6,42,0,0,5,7,0,2,16,22.6,1.4,0.0%,2020
156,DeMichael Harris (IND),10,10,79,7.9,21,0,0,6,46,0,0,7,22.5,3.2,0.0%,2020
157,C.J. Board (NYG),11,16,101,9.2,16,0,0,1,3,0,0,14,21.4,1.5,0.0%,2020
158,Trent Taylor (CIN),10,21,86,8.6,29,0,0,0,0,0,0,12,18.6,1.6,0.2%,2020
159,Malik Taylor (GB),5,6,66,13.2,26,0,1,1,9,0,0,15,18.5,1.2,0.1%,2020
160,Jamal Agnew (JAC),13,20,89,6.8,20,0,0,6,33,0,1,14,17.9,1.3,0.3%,2020
161,Javon Wims (CLE),6,12,48,8,13,0,1,1,2,0,0,13,17,1.3,0.0%,2020
162,Justin Watson (KC),7,11,94,13.4,36,0,0,0,0,0,0,11,16.4,1.5,0.1%,2020
163,Austin Mack (SF),7,11,91,13,50,0,0,0,0,0,0,11,16.1,1.5,0.1%,2020
164,Dante Pettis (NYG),4,6,76,19,33,0,1,0,0,0,1,7,15.6,2.2,0.0%,2020
165,Parris Campbell (IND),6,9,71,11.8,21,0,0,2,16,0,0,2,14.7,7.4,1.5%,2020
166,J.J. Arcega-Whiteside (PHI),4,8,85,21.3,37,0,0,0,0,0,0,8,14.5,1.8,0.1%,2020
167,Lil'Jordan Humphrey (FA),3,5,46,15.3,17,0,1,0,0,0,0,3,13.6,4.5,0.1%,2020
168,Diontae Spencer (FA),3,6,26,8.7,10,0,0,3,19,0,0,11,13.5,1.2,0.0%,2020
169,Jaydon Mickens (FA),7,10,58,8.3,11,0,0,0,0,0,0,10,12.8,1.3,0.0%,2020
170,Tyrie Cleveland (DEN),6,9,63,10.5,17,0,0,0,0,0,0,10,12.3,1.2,0.0%,2020
171,KJ Hill Jr. (FA),7,11,73,10.4,25,0,0,0,0,0,1,15,12.3,0.8,0.0%,2020
172,Pharoh Cooper (FA),5,8,73,14.6,32,0,0,0,0,0,0,16,12.3,0.8,0.0%,2020
173,Austin Carr (FA),3,4,27,9,11,0,1,0,0,0,0,6,11.7,2,0.0%,2020
174,Ja'Marcus Bradley (CLE),5,11,60,12,22,0,0,0,0,0,0,3,11,3.7,0.1%,2020
175,Steven Mitchell Jr. (FA),5,8,60,12,20,0,0,0,0,0,0,6,11,1.8,0.0%,2020
176,Damion Ratley (FA),4,10,63,15.8,29,0,0,0,0,0,0,5,10.3,2.1,0.0%,2020
177,River Cracraft (MIA),6,9,41,6.8,12,0,0,0,0,0,0,9,10.1,1.1,0.0%,2020
178,Trent Sherfield (MIA),5,7,50,10,26,0,0,0,0,0,0,15,10,0.7,0.1%,2020
179,Courtland Sutton (DEN),3,6,66,22,45,0,0,0,0,0,0,1,9.6,9.6,92.4%,2020
180,Ashton Dulin (IND),3,6,53,17.7,34,0,0,2,11,0,0,13,9.4,0.7,0.4%,2020
181,Jake Kumerow (BUF),1,1,22,22,22,0,1,0,0,0,0,6,9.2,1.5,0.0%,2020
182,Joe Reed (LAC),0,1,0,0,0,0,0,5,29,1,0,11,8.9,0.8,0.0%,2020
183,Nick Westbrook-Ikhine (TEN),3,8,33,11,19,0,0,0,0,0,0,14,8.3,0.6,9.1%,2020
184,Riley Ridley (FA),4,4,39,9.8,18,0,0,0,0,0,0,5,7.9,1.6,0.0%,2020
185,Darrius Shepherd (FA),5,8,46,9.2,19,0,0,0,0,0,1,8,7.6,1,0.0%,2020
186,Seth Roberts (FA),4,6,31,7.8,12,0,0,0,0,0,0,7,7.1,1,0.0%,2020
187,Ted Ginn Jr. (FA),3,6,40,13.3,29,0,0,0,0,0,0,5,7,1.4,0.0%,2020
188,Isaiah Zuber (FA),2,2,29,14.5,16,0,0,2,21,0,0,4,7,1.8,0.0%,2020
189,Josh Malone (TEN),4,6,16,4,13,0,0,1,12,0,0,4,6.8,1.7,0.0%,2020
190,Brandon Zylstra (CAR),3,4,35,11.7,28,0,0,1,1,0,0,16,6.6,0.4,0.1%,2020
191,Terry Godwin (JAC),3,6,32,10.7,21,0,0,1,3,0,0,3,6.5,2.2,0.0%,2020
192,Robert Foster (NYG),2,6,37,18.5,28,0,0,0,0,0,0,4,5.7,1.4,0.1%,2020
193,Lawrence Cager (NYJ),2,6,35,17.5,19,0,0,0,0,0,0,2,5.5,2.8,0.0%,2020
194,Tavon Austin (FA),5,5,20,4,7,0,0,0,0,0,1,4,5,1.3,0.0%,2020
195,Deontay Burnett (FA),3,4,19,6.3,10,0,0,0,0,0,0,2,4.9,2.5,0.0%,2020
196,Daurice Fountain (KC),2,3,23,11.5,12,0,0,0,0,0,0,5,4.3,0.9,0.0%,2020
197,Antonio Callaway (FA),2,4,20,10,13,0,0,0,0,0,0,5,4,0.8,0.0%,2020
198,John Ross (NYG),2,7,17,8.5,15,0,0,0,0,0,0,3,3.7,1.2,0.1%,2020
199,Antonio Gandy-Golden (WAS),1,7,3,3,3,0,0,1,22,0,0,6,3.5,0.6,0.1%,2020
200,Penny Hart (SEA),1,1,3,3,3,0,0,1,19,0,0,13,3.2,0.2,0.0%,2020
201,Bennie Fowler III (FA),2,6,11,5.5,7,0,0,0,0,0,0,5,3.1,0.6,0.0%,2020
202,Andre Roberts (CAR),4,5,34,8.5,16,0,0,1,-3,0,2,15,3.1,0.2,0.1%,2020
203,Donte Moncrief (FA),1,2,15,15,15,0,0,1,4,0,0,6,2.9,0.5,0.0%,2020
204,Tommylee Lewis (MIA),1,3,5,5,5,0,0,2,14,0,0,5,2.9,0.6,0.0%,2020
205,Jaleel Scott (FA),1,1,16,16,16,0,0,0,0,0,0,1,2.6,2.6,0.0%,2020
206,James Proche II (BAL),1,3,14,14,14,0,0,0,0,0,0,14,2.4,0.2,0.2%,2020
207,Keith Kirkwood (FA),1,2,13,13,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,2020
208,Vyncint Smith (TB),1,3,13,13,13,0,0,0,0,0,0,7,2.3,0.3,0.0%,2020
209,Cody Hollister (TEN),1,1,12,12,12,0,0,0,0,0,0,2,2.2,1.1,0.0%,2020
210,Marcus Kemp (FA),1,1,11,11,11,0,0,0,0,0,0,10,2.1,0.2,0.0%,2020
211,Gehrig Dieter (FA),1,2,10,10,10,0,0,0,0,0,0,4,2,0.5,0.1%,2020
212,Trenton Irwin (CIN),1,2,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,2020
213,JoJo Natson (FA),0,0,0,0,0,0,0,1,3,0,0,3,0.3,0.1,0.0%,2020
215,K.J. Osborn (MIN),0,0,0,0,0,0,0,0,0,0,0,9,0,0,13.4%,2020
217,Kirk Merritt (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
219,Dezmon Patmon (IND),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020
228,Lynn Bowden Jr. (MIA),28,37,211,7.5,22,0,0,9,32,0,0,10,0,0,0.2%,2020
230,Isaiah Coulter (CHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
236,Chris Rowland (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2020
248,Matt Cole (SEA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
249,Dan Chisena (MIN),0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.1%,2020
265,Kristian Wilkerson (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
269,Rico Gafford (GB),0,2,0,0,0,0,0,0,0,0,0,3,0,0,0.1%,2020
270,Hakeem Butler (FA),0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2020
272,Malik Turner (SF),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.1%,2020
274,Derrick Willies (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
275,Jeff Badet (FA),0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.1%,2020
277,Jason Moore Jr. (LAC),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1%,2020
278,Alex Bachman (NYG),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
279,Jayson Stanley (FA),0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0%,2020
284,Reggie Begelton (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
288,Keelan Doss (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
292,Quinton Bell (ATL),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2020
294,Juwann Winfree (GB),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.3%,2020
295,Stanley Morgan Jr. (CIN),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.1%,2020
405,Tony Brown (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
408,Jordan Matthews (SF),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2020
410,Trey Quinn (DEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
426,Matthew Slater (NE),0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.1%,2020
430,Duke Williams (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
432,Marken Michel (WAS),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2020
433,Chris Moore (HOU),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.1%,2020
434,Tajae Sharpe (FA),0,3,0,0,0,0,0,0,0,0,0,4,0,0,0.1%,2020
437,Johnny Holton (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
438,Deante Burton (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0%,2020
439,Cyril Grayson Jr. (TB),0,3,0,0,0,0,0,0,0,0,0,3,0,0,0.1%,2020
440,Deon Cain (PHI),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2020
441,Fred Brown (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
444,Taywan Taylor (FA),0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2020
445,Justin Hardee (NYJ),0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0%,2020
