Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Tyler Bass (BUF),6,8,75,53,0,1,1,3,1,0,0,1,23,23,83.0%,2020,7
2,Zane Gonzalez (CAR),3,4,75,49,0,0,0,3,0,4,4,1,16,16,0.5%,2020,7
3,Matt Prater (ARI),3,4,75,51,0,0,0,1,2,2,2,1,16,16,53.5%,2020,7
4,Harrison Butker (KC),3,3,100,40,0,1,1,1,0,4,5,1,14,14,81.3%,2020,7
5,Jason Myers (SEA),2,2,100,44,0,0,0,2,0,4,4,1,12,12,3.6%,2020,7
6,Wil Lutz (NO),2,2,100,43,0,0,0,2,0,3,3,1,11,11,4.0%,2020,7
7,Robbie Gould (SF),2,2,100,41,0,0,1,1,0,3,4,1,10,10,32.9%,2020,7
8,Randy Bullock (TEN),2,2,100,37,0,1,1,0,0,4,4,1,10,10,2.0%,2020,7
9,Chris Boswell (PIT),2,2,100,38,0,0,2,0,0,3,3,1,9,9,10.7%,2020,7
10,Daniel Carlson (LV),2,2,100,42,0,0,1,1,0,2,2,1,9,9,89.9%,2020,7
11,Ryan Succop (TB),1,1,100,29,0,1,0,0,0,6,6,1,9,9,16.1%,2020,7
12,Michael Badgley (FA),2,3,66.7,35,0,0,2,0,0,3,4,1,9,9,15.6%,2020,7
13,Ka'imi Fairbairn (HOU),2,3,66.7,38,0,1,1,0,0,2,2,1,8,8,0.3%,2020,7
14,Stephen Gostkowski (FA),1,2,50,51,0,0,0,0,1,3,3,1,8,8,0.1%,2020,7
15,Nick Folk (NE),2,2,100,41,0,0,0,2,0,0,0,1,8,8,66.2%,2020,7
16,Cody Parkey (FA),1,1,100,43,0,0,0,1,0,4,5,1,8,8,0.1%,2020,7
17,Joey Slye (WAS),1,2,50,43,0,0,0,1,0,3,3,1,7,7,0.6%,2020,7
18,Sam Sloman (PIT),1,2,50,22,0,1,0,0,0,3,3,1,6,6,0.0%,2020,7
19,Dustin Hopkins (LAC),1,2,50,30,0,0,1,0,0,2,2,1,5,5,3.2%,2020,7
20,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,5,5,1,5,5,23.3%,2020,7
21,Cairo Santos (CHI),1,1,100,42,0,0,0,1,0,1,1,1,5,5,0.7%,2020,7
22,Brandon McManus (DEN),1,1,100,43,0,0,0,1,0,1,2,1,5,5,49.4%,2020,7
23,Jake Elliott (PHI),1,2,50,31,0,0,1,0,0,1,1,1,4,4,14.1%,2020,7
24,Greg Zuerlein (NYJ),1,1,100,45,0,0,0,1,0,0,0,1,4,4,17.8%,2020,7
25,Sergio Castillo (NYJ),1,1,100,29,0,1,0,0,0,1,1,1,4,4,0.0%,2020,7
26,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,3,3,1,3,3,34.0%,2020,7
27,Younghoe Koo (ATL),0,0,0,0,0,0,0,0,0,2,2,1,2,2,42.3%,2020,7
28,Josh Lambo (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1%,2020,7
52,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,7
