Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Tyler Bass (BUF),4,4,100,33,0,3,1,0,0,4,4,1,16,16,92.4%,2021,4
2,Ryan Succop (TB),4,5,80,48,0,2,0,2,0,1,1,1,15,15,33.6%,2021,4
3,Matt Prater (ARI),3,3,100,55,0,2,0,0,1,4,4,1,15,15,15.5%,2021,4
4,Justin Tucker (BAL),3,3,100,46,0,1,0,2,0,2,2,1,13,13,98.9%,2021,4
5,Randy Bullock (TEN),3,4,75,46,0,0,1,2,0,1,1,1,12,12,1.5%,2021,4
6,Jake Elliott (PHI),3,3,100,31,0,2,1,0,0,3,3,1,12,12,27.6%,2021,4
7,Rodrigo Blankenship (FA),2,2,100,43,0,0,1,1,0,3,3,1,10,10,0.7%,2021,4
8,Matt Ammendola (GB),2,2,100,27,0,2,0,0,0,3,3,1,9,9,0.1%,2021,4
9,Chase McLaughlin (IND),2,2,100,53,0,0,0,1,1,0,0,1,9,9,7.7%,2021,4
10,Matt Gay (LAR),2,3,66.7,42,0,1,0,1,0,2,2,1,9,9,41.5%,2021,4
11,Mason Crosby (GB),2,2,100,29,0,2,0,0,0,3,3,1,9,9,4.5%,2021,4
12,Graham Gano (NYG),2,3,66.7,48,0,1,0,1,0,1,1,1,8,8,69.0%,2021,4
13,Chris Boswell (PIT),1,1,100,52,0,0,0,0,1,2,2,1,7,7,16.2%,2021,4
14,Greg Zuerlein (NYJ),1,1,100,37,0,0,1,0,0,3,3,1,6,6,13.3%,2021,4
15,Younghoe Koo (ATL),1,1,100,25,0,1,0,0,0,3,3,1,6,6,42.7%,2021,4
16,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,6,6,1,6,6,89.1%,2021,4
17,Evan McPherson (CIN),1,2,50,35,0,0,1,0,0,3,3,1,6,6,85.1%,2021,4
18,Cairo Santos (CHI),1,1,100,33,0,0,1,0,0,3,3,1,6,6,12.0%,2021,4
19,Jason Sanders (MIA),1,1,100,38,0,0,1,0,0,2,2,1,5,5,13.7%,2021,4
20,Nick Folk (NE),1,2,50,27,0,1,0,0,0,2,2,1,5,5,71.6%,2021,4
21,Zane Gonzalez (CAR),0,1,0,0,0,0,0,0,0,4,4,1,4,4,0.1%,2021,4
22,Dustin Hopkins (LAC),1,1,100,21,0,1,0,0,0,1,3,1,4,4,2.6%,2021,4
23,Jason Myers (SEA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,54.2%,2021,4
24,Tristan Vizcaino (NE),0,0,0,0,0,0,0,0,0,4,4,1,4,4,0.0%,2021,4
25,Matthew Wright (KC),0,0,0,0,0,0,0,0,0,3,3,1,3,3,3.0%,2021,4
26,Aldrick Rosas (FA),0,1,0,0,0,0,0,0,0,3,3,1,3,3,0.0%,2021,4
27,Daniel Carlson (LV),0,1,0,0,0,0,0,0,0,2,2,1,2,2,91.4%,2021,4
28,Ryan Santoso (FA),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.0%,2021,4
29,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,1,1,1,1,1,34.8%,2021,4
30,Greg Joseph (MIN),0,0,0,0,0,0,0,0,0,1,1,1,1,1,28.6%,2021,4
31,Cameron Nizialek (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,4
32,Ka'imi Fairbairn (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9%,2021,4
33,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,4
34,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,4
