Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Arizona Cardinals (ARI),3,2,2,3,1,0,0,1,21,21,9.3%,2021,3
2,New Orleans Saints (NO),2,3,0,0,1,0,0,1,20,20,62.8%,2021,3
3,Denver Broncos (DEN),5,2,0,0,0,0,0,1,19,19,32.3%,2021,3
4,Cleveland Browns (CLE),9,0,0,0,0,0,0,1,16,16,42.7%,2021,3
5,Dallas Cowboys (DAL),2,2,0,0,1,0,0,1,13,13,90.0%,2021,3
6,Cincinnati Bengals (CIN),4,2,0,1,0,0,0,1,12,12,33.1%,2021,3
7,Los Angeles Chargers (LAC),2,2,2,2,0,0,0,1,10,10,42.7%,2021,3
8,Miami Dolphins (MIA),3,1,0,1,1,0,0,1,10,10,24.9%,2021,3
9,Jacksonville Jaguars (JAC),0,1,0,0,0,0,0,1,8,8,22.8%,2021,3
10,Philadelphia Eagles (PHI),4,0,1,1,1,0,0,1,8,8,57.2%,2021,3
11,Carolina Panthers (CAR),4,0,0,0,0,0,0,1,8,8,7.6%,2021,3
12,Buffalo Bills (BUF),1,2,1,1,0,0,0,1,7,7,96.0%,2021,3
13,Detroit Lions (DET),4,1,0,1,0,0,0,1,7,7,4.0%,2021,3
14,Green Bay Packers (GB),4,1,1,1,0,0,0,1,7,7,67.2%,2021,3
15,Indianapolis Colts (IND),1,2,1,1,0,0,0,1,7,7,52.9%,2021,3
16,New York Giants (NYG),3,0,1,1,0,0,0,1,6,6,24.7%,2021,3
17,Chicago Bears (CHI),5,0,0,0,0,0,0,1,5,5,2.2%,2021,3
18,Atlanta Falcons (ATL),2,0,1,2,0,0,0,1,5,5,2.7%,2021,3
19,New York Jets (NYJ),2,0,1,1,0,0,0,1,4,4,19.1%,2021,3
20,Las Vegas Raiders (LV),2,0,0,1,0,1,0,1,4,4,11.2%,2021,3
21,Minnesota Vikings (MIN),2,0,0,0,0,0,0,1,3,3,19.7%,2021,3
22,New England Patriots (NE),3,0,0,0,0,0,0,1,3,3,52.5%,2021,3
23,Houston Texans (HOU),3,0,0,2,0,0,0,1,3,3,0.8%,2021,3
24,Baltimore Ravens (BAL),2,0,0,0,0,0,0,1,3,3,90.6%,2021,3
25,Los Angeles Rams (LAR),3,0,0,2,0,0,0,1,3,3,34.8%,2021,3
26,Tennessee Titans (TEN),2,0,0,0,0,0,0,1,3,3,26.8%,2021,3
27,Pittsburgh Steelers (PIT),0,1,0,0,0,0,0,1,2,2,50.2%,2021,3
28,Kansas City Chiefs (KC),1,0,0,1,0,0,0,1,0,0,46.4%,2021,3
29,Seattle Seahawks (SEA),1,0,0,1,0,0,0,1,0,0,15.0%,2021,3
30,San Francisco 49ers (SF),1,0,0,1,0,0,0,1,0,0,96.0%,2021,3
31,Tampa Bay Buccaneers (TB),1,0,0,1,0,0,0,1,0,0,84.2%,2021,3
32,Washington Commanders (WAS),0,0,0,0,0,0,0,1,-4,-4,51.3%,2021,3
