Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Daniel Carlson (LV),5,5,100,52,0,1,1,2,1,2,2,1,21,21,89.9%,2021,18
2,Matthew Wright (FA),4,4,100,39,0,2,2,0,0,2,2,1,14,14,1.3%,2021,18
3,Matt Prater (ARI),3,3,100,41,0,0,2,1,0,3,3,1,13,13,53.5%,2021,18
4,Riley Patterson (DET),3,3,100,36,0,1,2,0,0,4,4,1,13,13,1.0%,2021,18
5,Brett Maher (FA),3,4,75,37,0,1,2,0,0,3,3,1,12,12,2.0%,2021,18
6,Cairo Santos (CHI),3,3,100,46,0,0,0,3,0,0,0,1,12,12,0.7%,2021,18
7,Ryan Succop (TB),2,3,66.7,40,0,0,1,1,0,5,5,1,12,12,16.1%,2021,18
8,Younghoe Koo (ATL),2,2,100,54,0,0,0,1,1,2,2,1,11,11,42.3%,2021,18
9,Joey Slye (WAS),3,3,100,43,0,2,0,1,0,1,1,1,11,11,0.6%,2021,18
10,Chris Boswell (PIT),3,3,100,40,0,1,1,1,0,1,1,1,11,11,10.7%,2021,18
11,Greg Zuerlein (NYJ),1,1,100,48,0,0,0,1,0,6,7,1,10,10,17.8%,2021,18
12,Jason Sanders (MIA),2,2,100,49,0,0,1,1,0,3,3,1,10,10,9.0%,2021,18
13,Harrison Butker (KC),2,2,100,51,0,0,1,0,1,2,2,1,10,10,81.3%,2021,18
14,Robbie Gould (SF),2,2,100,42,0,1,0,1,0,3,3,1,10,10,32.9%,2021,18
15,Tyler Bass (BUF),2,2,100,41,0,1,0,1,0,3,3,1,10,10,83.0%,2021,18
16,Jake Elliott (PHI),2,2,100,40,0,0,1,1,0,2,2,1,9,9,14.1%,2021,18
17,Justin Tucker (BAL),2,2,100,46,0,1,0,1,0,1,1,1,8,8,99.5%,2021,18
18,Jason Myers (SEA),1,1,100,38,0,0,1,0,0,5,5,1,8,8,3.6%,2021,18
19,Nick Folk (NE),1,1,100,43,0,0,0,1,0,3,3,1,7,7,66.2%,2021,18
20,Greg Joseph (MIN),1,1,100,39,0,0,1,0,0,4,4,1,7,7,5.5%,2021,18
21,Dustin Hopkins (LAC),1,2,50,41,0,0,0,1,0,3,3,1,7,7,3.2%,2021,18
22,Matt Gay (LAR),1,1,100,43,0,0,0,1,0,3,3,1,7,7,78.3%,2021,18
23,Brandon McManus (DEN),1,1,100,31,0,0,1,0,0,3,3,1,6,6,49.4%,2021,18
24,Ka'imi Fairbairn (HOU),1,1,100,31,0,0,1,0,0,2,2,1,5,5,0.3%,2021,18
25,Eddy Pineiro (NYJ),1,1,100,49,0,0,0,1,0,1,1,1,5,5,0.1%,2021,18
26,Lirim Hajrullahu (FA),1,1,100,35,0,0,1,0,0,2,2,1,5,5,0.2%,2021,18
27,Randy Bullock (TEN),0,1,0,0,0,0,0,0,0,4,4,1,4,4,2.0%,2021,18
28,Michael Badgley (FA),1,1,100,41,0,0,0,1,0,0,0,1,4,4,15.6%,2021,18
29,Mason Crosby (GB),1,1,100,36,0,0,1,0,0,1,2,1,4,4,23.3%,2021,18
30,Elliott Fry (FA),1,1,100,36,0,0,1,0,0,1,1,1,4,4,4.0%,2021,18
31,Chase McLaughlin (FA),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.2%,2021,18
32,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,1,1,1,1,1,34.0%,2021,18
54,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,18
68,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,18
