Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,James Conner (ARI),21,110,5.2,30,1,2,4,4,75,18.8,0,0,1,34.5,34.5,98.7%,2018,5
2,Todd Gurley II (FA),22,77,3.5,16,0,3,4,5,36,9,0,0,1,33.3,33.3,0.2%,2018,5
3,Isaiah Crowell (FA),15,219,14.6,77,3,1,1,1,12,12,0,0,1,30.1,30.1,0.1%,2018,5
4,Saquon Barkley (NYG),15,48,3.2,30,2,0,4,4,81,20.3,2,0,1,28.9,28.9,98.7%,2018,5
5,T.J. Yeldon (FA),10,53,5.3,17,0,0,8,10,69,8.6,1,0,1,26.2,26.2,0.0%,2018,5
6,Kenyan Drake (LV),6,46,7.7,25,1,0,7,11,69,9.9,1,0,1,24.5,24.5,24.7%,2018,5
7,James White (NE),2,0,0,0,0,0,10,14,77,7.7,1,0,1,23.7,23.7,5.2%,2018,5
8,Melvin Gordon III (DEN),19,58,3.1,16,0,1,4,4,62,15.5,0,0,1,22,22,85.3%,2018,5
9,Mark Ingram II (NO),16,53,3.3,9,0,2,2,3,20,10,0,0,1,21.3,21.3,5.6%,2018,5
10,David Johnson (FA),18,55,3.1,10,0,2,2,3,16,8,0,0,1,21.1,21.1,0.8%,2018,5
11,Joe Mixon (CIN),22,93,4.2,31,1,0,3,4,22,7.3,1,0,1,20.5,20.5,99.8%,2018,5
12,Christian McCaffrey (CAR),17,58,3.4,14,0,0,5,6,35,7,1,0,1,20.3,20.3,99.8%,2018,5
13,Alfred Blue (FA),20,46,2.3,17,0,0,8,8,73,9.1,0,0,1,19.9,19.9,0.0%,2018,5
14,Wendell Smallwood (FA),3,27,9,13,0,0,3,4,44,14.7,1,0,1,18.1,18.1,0.0%,2018,5
15,Sony Michel (MIA),18,98,5.4,34,1,1,1,1,12,12,0,0,1,18,18,31.3%,2018,5
16,Kareem Hunt (CLE),22,87,4,24,1,1,1,2,7,7,0,0,1,16.4,16.4,91.2%,2018,5
17,Nyheim Hines (IND),15,45,3,9,0,0,7,9,45,6.4,0,0,1,16,16,51.7%,2018,5
