Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Deshaun Watson (CLE),18,25,72,234,9.4,3,0,3,4,-1,0,0,1,28.4,28.4,64.4%,2019,13
2,Aaron Rodgers (GB),21,33,63.6,243,7.4,4,0,0,3,24,0,0,1,28.1,28.1,83.7%,2019,13
3,Ryan Fitzpatrick (FA),27,39,69.2,365,9.4,3,1,3,3,2,0,0,1,27.8,27.8,0.0%,2019,13
4,Carson Wentz (WAS),28,46,60.9,310,6.7,3,1,2,0,0,0,0,1,25.4,25.4,8.4%,2019,13
5,Tom Brady (TB),24,47,51.1,326,6.9,3,1,3,1,13,0,0,1,25.3,25.3,87.4%,2019,13
6,Jared Goff (DET),32,43,74.4,424,9.9,2,0,1,0,0,0,0,1,25,25,77.6%,2019,13
7,Mitch Trubisky (PIT),29,38,76.3,338,8.9,3,1,1,4,4,0,0,1,24.9,24.9,0.8%,2019,13
8,Kyle Allen (HOU),27,46,58.7,278,6,2,1,7,4,22,1,1,1,24.3,24.3,0.2%,2019,13
9,Dak Prescott (DAL),32,49,65.3,355,7.2,2,1,4,4,25,0,1,1,23.7,23.7,93.5%,2019,13
10,Josh Allen (BUF),19,24,79.2,231,9.6,1,0,4,10,43,1,0,1,23.5,23.5,100.0%,2019,13
11,Lamar Jackson (BAL),14,23,60.9,105,4.6,1,0,1,16,101,1,1,1,22.3,22.3,92.4%,2019,13
12,Patrick Mahomes II (KC),15,29,51.7,175,6,1,0,1,3,25,1,0,1,19.5,19.5,100.0%,2019,13
13,Matt Ryan (IND),35,50,70,312,6.2,2,2,9,3,21,0,1,1,18.6,18.6,8.8%,2019,13
14,David Blough (ARI),22,38,57.9,280,7.4,2,1,2,1,1,0,0,1,18.3,18.3,0.4%,2019,13
15,Kirk Cousins (MIN),22,38,57.9,276,7.3,2,1,0,0,0,0,0,1,18,18,92.3%,2019,13
16,Russell Wilson (DEN),21,31,67.7,240,7.7,2,1,2,4,13,0,0,1,17.9,17.9,45.7%,2019,13
17,Philip Rivers (FA),20,29,69,265,9.1,2,1,3,0,0,0,0,1,17.6,17.6,20.6%,2019,13
18,Taysom Hill (NO),0,1,0,0,0,0,0,0,2,33,1,0,1,17.5,17.5,49.2%,2019,13
19,Jacoby Brissett (CLE),25,40,62.5,319,8,1,2,3,1,-1,0,0,1,14.7,14.7,3.8%,2019,13
20,Kyler Murray (ARI),19,34,55.9,163,4.8,0,1,6,4,28,1,0,1,14.3,14.3,53.7%,2019,13
21,Drew Lock (SEA),18,28,64.3,134,4.8,2,1,0,3,15,0,0,1,13.9,13.9,0.2%,2019,13
22,Ryan Tannehill (TEN),17,22,77.3,182,8.3,2,0,6,4,5,0,1,1,13.8,13.8,18.6%,2019,13
23,Andy Dalton (NO),22,37,59.5,243,6.6,1,0,1,5,-4,0,0,1,13.3,13.3,10.5%,2019,13
24,Gardner Minshew II (PHI),16,27,59.3,147,5.4,1,1,2,2,8,0,0,1,11.7,11.7,36.5%,2019,13
25,Devlin Hodges (FA),14,21,66.7,212,10.1,1,1,1,5,2,0,0,1,11.7,11.7,0.0%,2019,13
26,Derek Carr (LV),20,30,66.7,222,7.4,1,2,2,3,7,0,0,1,11.6,11.6,54.7%,2019,13
27,Drew Brees (FA),18,30,60,184,6.1,1,0,0,1,-1,0,0,1,11.3,11.3,35.7%,2019,13
28,Daniel Jones (NYG),20,37,54.1,240,6.5,1,3,0,5,6,0,0,1,11.2,11.2,64.1%,2019,13
29,Jameis Winston (NO),21,33,63.6,268,8.1,0,0,4,6,20,0,1,1,10.7,10.7,5.5%,2019,13
30,Sam Darnold (CAR),28,48,58.3,239,5,0,0,4,2,9,0,0,1,10.5,10.5,5.3%,2019,13
31,Jimmy Garoppolo (SF),15,21,71.4,165,7.9,1,0,2,3,5,0,1,1,9.1,9.1,13.5%,2019,13
32,Baker Mayfield (LAR),18,32,56.3,196,6.1,1,1,5,1,2,0,1,1,9,9,8.3%,2019,13
33,Dwayne Haskins (FA),13,25,52,147,5.9,0,0,5,4,6,0,0,1,6.5,6.5,0.1%,2019,13
34,Tyrod Taylor (NYG),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,13
35,Chase Daniel (LAC),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,13
36,Garrett Gilbert (NE),0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,13
37,Matt Moore (FA),0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,2019,13
38,Tim Boyle (CHI),0,0,0,0,0,0,0,0,2,-4,0,0,1,-0.4,-0.4,0.0%,2019,13
39,Blake Bortles (FA),1,2,50,3,1.5,0,0,0,1,-10,0,0,1,-0.9,-0.9,0.0%,2019,13
40,Nick Foles (IND),7,14,50,93,6.6,0,1,3,1,3,0,2,1,-1,-1,1.6%,2019,13
