Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Duke Johnson Jr. (BUF),22,107,4.9,12,0,2,1,1,20,20,0,0,1,25.7,25.7,4.4%,2021,15
2,Jonathan Taylor (IND),29,170,5.9,67,0,1,0,0,0,0,0,0,1,23,23,99.9%,2021,15
3,Jeff Wilson Jr. (SF),21,110,5.2,17,0,1,2,2,9,4.5,0,0,1,19.9,19.9,1.7%,2021,15
4,Antonio Gibson (WAS),15,26,1.7,8,0,1,6,7,39,6.5,0,0,1,18.5,18.5,98.3%,2021,15
5,Austin Ekeler (LAC),12,59,4.9,15,0,1,4,4,23,5.8,0,0,1,18.2,18.2,99.9%,2021,15
6,James Robinson (JAC),18,75,4.2,16,0,1,3,6,13,4.3,0,0,1,17.8,17.8,81.2%,2021,15
7,Miles Sanders (PHI),18,131,7.3,38,0,0,2,2,15,7.5,0,0,1,16.6,16.6,91.9%,2021,15
8,Devin Singletary (BUF),22,86,3.9,16,0,1,1,1,10,10,0,0,1,16.6,16.6,92.8%,2021,15
9,Nick Chubb (CLE),23,91,4,24,0,1,1,1,2,2,0,0,1,16.3,16.3,99.4%,2021,15
10,Ezekiel Elliott (DAL),16,52,3.3,13,0,1,3,4,20,6.7,0,0,1,16.2,16.2,96.8%,2021,15
11,D'Onta Foreman (CAR),22,108,4.9,20,0,0,2,3,27,13.5,0,0,1,15.5,15.5,42.9%,2021,15
12,Ameer Abdullah (LV),4,7,1.8,7,0,0,4,4,48,12,1,0,1,15.5,15.5,0.8%,2021,15
13,Aaron Jones (GB),13,58,4.5,11,0,0,2,2,12,6,1,0,1,15,15,99.5%,2021,15
14,DeeJay Dallas (SEA),8,41,5.1,8,0,1,3,4,11,3.7,0,0,1,14.2,14.2,0.6%,2021,15
15,Leonard Fournette (TB),9,34,3.8,8,0,0,7,7,33,4.7,0,0,1,13.7,13.7,99.7%,2021,15
16,Sony Michel (MIA),18,92,5.1,39,0,0,2,2,23,11.5,0,0,1,13.5,13.5,31.3%,2021,15
17,Craig Reynolds (DET),26,112,4.3,27,0,0,1,1,5,5,0,0,1,12.7,12.7,0.5%,2021,15
18,Josh Jacobs (LV),15,52,3.5,9,0,0,3,4,42,14,0,0,1,12.4,12.4,98.3%,2021,15
19,Javonte Williams (DEN),15,72,4.8,14,0,0,4,4,9,2.3,0,0,1,12.1,12.1,99.4%,2021,15
20,Tony Pollard (DAL),12,74,6.2,17,0,0,3,3,13,4.3,0,0,1,11.7,11.7,90.4%,2021,15
21,David Montgomery (CHI),18,60,3.3,16,0,0,5,6,23,4.6,0,1,1,11.3,11.3,98.6%,2021,15
22,Dalvin Cook (MIN),28,89,3.2,10,0,0,2,3,2,1,0,0,1,11.1,11.1,99.9%,2021,15
23,Justin Jackson (FA),13,86,6.6,22,0,0,1,1,13,13,0,0,1,10.9,10.9,0.8%,2021,15
