Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Tony Pollard (DAL),12,69,5.8,40,0,2,6,9,63,10.5,0,0,1,31.2,31.2,90.4%,2020,15
2,David Montgomery (CHI),32,146,4.6,19,0,2,1,2,16,16,0,0,1,29.2,29.2,98.6%,2020,15
3,Dalvin Cook (MIN),24,132,5.5,20,0,1,5,5,27,5.4,0,0,1,26.9,26.9,99.9%,2020,15
4,J.D. McKissic (WAS),13,51,3.9,11,0,0,9,10,56,6.2,1,0,1,25.7,25.7,65.5%,2020,15
5,Derrick Henry (TEN),24,147,6.1,33,0,1,2,2,5,2.5,0,0,1,25.2,25.2,99.8%,2020,15
6,Aaron Jones (GB),20,145,7.3,46,0,1,3,4,13,4.3,0,0,1,24.8,24.8,99.5%,2020,15
7,David Johnson (FA),8,27,3.4,8,0,0,11,11,106,9.6,0,0,1,24.3,24.3,0.8%,2020,15
8,Melvin Gordon III (DEN),11,61,5.5,14,0,2,4,4,20,5,0,0,1,24.1,24.1,85.3%,2020,15
9,Giovani Bernard (TB),25,83,3.3,11,0,1,1,1,14,14,1,0,1,22.7,22.7,0.9%,2020,15
10,D'Andre Swift (DET),15,67,4.5,11,0,2,4,5,15,3.8,0,1,1,22.2,22.2,99.5%,2020,15
11,Salvon Ahmed (MIA),23,122,5.3,31,0,1,1,3,5,5,0,0,1,21.7,21.7,0.3%,2020,15
12,Leonard Fournette (TB),14,49,3.5,17,0,2,3,5,16,5.3,0,0,1,21.5,21.5,99.7%,2020,15
13,Josh Jacobs (LV),26,76,2.9,20,0,1,3,3,38,12.7,0,0,1,20.4,20.4,98.3%,2020,15
14,Benny Snell Jr. (PIT),18,84,4.7,29,0,1,3,4,23,7.7,0,0,1,19.7,19.7,0.9%,2020,15
15,Jonathan Taylor (IND),16,83,5.2,14,0,1,4,5,12,3,0,0,1,19.5,19.5,99.9%,2020,15
16,Alvin Kamara (NO),11,54,4.9,11,0,0,3,6,40,13.3,1,0,1,18.4,18.4,99.8%,2020,15
17,Ty Johnson (NYJ),3,16,5.3,7,0,0,6,6,39,6.5,1,0,1,17.5,17.5,1.1%,2020,15
18,Devin Singletary (BUF),8,68,8.5,51,0,1,3,3,16,5.3,0,0,1,17.4,17.4,92.8%,2020,15
19,Chase Edmonds (MIA),11,47,4.3,16,0,0,3,5,19,6.3,1,0,1,15.6,15.6,90.2%,2020,15
20,J.K. Dobbins (BAL),14,64,4.6,11,0,1,1,1,17,17,0,0,1,15.1,15.1,95.5%,2020,15
21,Nick Chubb (CLE),15,50,3.3,15,0,1,2,2,16,8,0,0,1,14.6,14.6,99.4%,2020,15
22,Le'Veon Bell (FA),15,62,4.1,12,0,1,1,1,14,14,0,0,1,14.6,14.6,0.3%,2020,15
23,James Robinson (JAC),16,35,2.2,11,0,0,3,3,18,6,1,0,1,14.3,14.3,81.2%,2020,15
24,Carlos Hyde (FA),2,55,27.5,50,0,1,2,3,8,4,0,0,1,14.3,14.3,0.2%,2020,15
