Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Tyler Bass (BUF),3,3,100,58,0,0,0,0,3,3,3,1,18,18,92.4%,2020,10
2,Ryan Succop (TB),4,4,100,40,0,3,0,1,0,4,5,1,17,17,33.6%,2020,10
3,Zane Gonzalez (CAR),4,4,100,45,0,2,0,2,0,2,2,1,16,16,0.1%,2020,10
4,Matt Prater (ARI),3,3,100,59,0,0,1,0,2,3,3,1,16,16,15.5%,2020,10
5,Daniel Carlson (LV),3,3,100,52,0,2,0,0,1,4,4,1,15,15,91.4%,2020,10
6,Jason Sanders (MIA),3,4,75,50,0,0,1,1,1,2,2,1,14,14,13.7%,2020,10
7,Chris Boswell (PIT),3,3,100,45,0,0,1,2,0,3,3,1,14,14,16.2%,2020,10
8,Jason Myers (SEA),3,3,100,61,0,0,2,0,1,1,1,1,12,12,54.2%,2020,10
9,Rodrigo Blankenship (FA),2,2,100,43,0,1,0,1,0,4,4,1,11,11,0.7%,2020,10
10,Chase McLaughlin (IND),2,2,100,52,0,0,1,0,1,2,2,1,10,10,7.7%,2020,10
11,Wil Lutz (NO),2,2,100,49,0,1,0,1,0,3,3,1,10,10,6.7%,2020,10
12,Graham Gano (NYG),2,2,100,44,0,0,1,1,0,3,3,1,10,10,69.0%,2020,10
13,Dustin Hopkins (LAC),2,3,66.7,41,0,0,1,1,0,3,3,1,10,10,2.6%,2020,10
14,Dan Bailey (FA),2,2,100,43,0,0,1,1,0,1,1,1,8,8,0.0%,2020,10
15,Cairo Santos (CHI),2,2,100,42,0,1,0,1,0,1,1,1,8,8,12.0%,2020,10
16,Brandon McManus (DEN),2,2,100,50,0,0,1,0,1,0,0,1,8,8,34.8%,2020,10
17,Robbie Gould (SF),2,2,100,40,0,0,1,1,0,1,1,1,8,8,43.1%,2020,10
18,Stephen Gostkowski (FA),1,2,50,50,0,0,0,0,1,2,2,1,7,7,0.1%,2020,10
19,Mason Crosby (GB),1,1,100,39,0,0,1,0,0,3,3,1,6,6,4.5%,2020,10
20,Joey Slye (WAS),1,1,100,46,0,0,0,1,0,2,2,1,6,6,1.9%,2020,10
21,Cody Parkey (FA),1,1,100,41,0,0,0,1,0,1,1,1,5,5,0.0%,2020,10
22,Kai Forbath (LAR),1,1,100,23,0,1,0,0,0,2,3,1,5,5,3.0%,2020,10
23,Nick Folk (NE),1,1,100,20,0,1,0,0,0,2,3,1,5,5,71.6%,2020,10
24,Justin Tucker (BAL),1,1,100,24,0,1,0,0,0,2,2,1,5,5,98.9%,2020,10
25,Randy Bullock (TEN),1,1,100,37,0,0,1,0,0,1,1,1,4,4,1.5%,2020,10
26,Jake Elliott (PHI),1,1,100,40,0,0,0,1,0,0,0,1,4,4,27.6%,2020,10
27,Michael Badgley (DET),0,0,0,0,0,0,0,0,0,3,3,1,3,3,27.8%,2020,10
28,Ka'imi Fairbairn (HOU),0,1,0,0,0,0,0,0,0,1,1,1,1,1,1.9%,2020,10
29,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,10
