Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Minnesota Vikings (MIN),3,3,4,5,1,0,0,1,27,27,12.2%,2019,15
2,New England Patriots (NE),0,4,1,0,1,0,0,1,20,20,46.6%,2019,15
3,Buffalo Bills (BUF),4,4,1,3,0,0,0,1,18,18,99.6%,2019,15
4,Tampa Bay Buccaneers (TB),2,2,1,1,1,0,0,1,15,15,95.4%,2019,15
5,Green Bay Packers (GB),3,2,1,1,0,0,0,1,13,13,75.5%,2019,15
6,Atlanta Falcons (ATL),1,0,2,2,1,0,0,1,11,11,0.5%,2019,15
7,Kansas City Chiefs (KC),2,1,0,0,0,0,0,1,11,11,41.6%,2019,15
8,Philadelphia Eagles (PHI),1,0,1,1,1,0,0,1,9,9,40.7%,2019,15
9,Baltimore Ravens (BAL),1,1,1,1,0,0,0,1,9,9,44.1%,2019,15
10,New York Jets (NYJ),1,0,0,0,0,0,1,1,9,9,2.0%,2019,15
11,New York Giants (NYG),3,0,1,1,0,1,0,1,8,8,1.8%,2019,15
12,Seattle Seahawks (SEA),1,3,0,1,0,0,0,1,7,7,5.1%,2019,15
13,Pittsburgh Steelers (PIT),1,1,1,2,0,0,0,1,6,6,23.6%,2019,15
14,Jacksonville Jaguars (JAC),4,0,0,0,0,0,0,1,5,5,1.0%,2019,15
15,Denver Broncos (DEN),3,1,0,0,0,0,0,1,5,5,44.1%,2019,15
16,Tennessee Titans (TEN),1,2,0,1,0,0,0,1,5,5,8.1%,2019,15
17,New Orleans Saints (NO),1,0,0,0,0,0,0,1,5,5,80.6%,2019,15
18,Arizona Cardinals (ARI),1,1,1,1,0,0,0,1,5,5,14.4%,2019,15
19,Houston Texans (HOU),2,1,0,0,0,0,0,1,4,4,3.8%,2019,15
20,Dallas Cowboys (DAL),2,1,0,0,0,0,0,1,4,4,73.8%,2019,15
21,San Francisco 49ers (SF),2,0,1,0,0,0,0,1,4,4,83.9%,2019,15
22,Miami Dolphins (MIA),1,3,0,0,0,0,0,1,3,3,58.2%,2019,15
23,Las Vegas Raiders (LV),2,0,0,0,0,0,0,1,3,3,6.4%,2019,15
24,Detroit Lions (DET),2,1,0,0,0,0,0,1,3,3,1.1%,2019,15
25,Carolina Panthers (CAR),2,1,0,0,0,0,0,1,3,3,6.1%,2019,15
26,Washington Commanders (WAS),2,0,1,3,0,0,0,1,3,3,40.4%,2019,15
27,Los Angeles Chargers (LAC),0,1,0,0,0,0,0,1,1,1,52.5%,2019,15
28,Cincinnati Bengals (CIN),2,0,0,1,0,0,0,1,1,1,22.4%,2019,15
29,Chicago Bears (CHI),1,0,0,0,0,0,0,1,1,1,2.9%,2019,15
30,Indianapolis Colts (IND),0,0,0,0,0,0,0,1,-1,-1,57.4%,2019,15
31,Cleveland Browns (CLE),0,1,0,0,0,0,0,1,-2,-2,21.9%,2019,15
32,Los Angeles Rams (LAR),0,0,0,0,0,0,0,1,-4,-4,69.6%,2019,15
