Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Kansas City Chiefs (KC),2,3,1,1,1,0,0,1,20,20,46.4%,2020,4
2,Philadelphia Eagles (PHI),5,2,1,1,1,0,0,1,18,18,57.2%,2020,4
3,Los Angeles Rams (LAR),5,1,0,1,0,0,0,1,11,11,34.8%,2020,4
4,New York Jets (NYJ),0,3,0,0,1,0,0,1,8,8,19.1%,2020,4
5,Indianapolis Colts (IND),1,1,0,0,0,0,0,1,7,7,52.9%,2020,4
6,Denver Broncos (DEN),6,0,0,0,0,0,0,1,6,6,32.3%,2020,4
7,San Francisco 49ers (SF),3,1,0,0,0,0,0,1,6,6,96.0%,2020,4
8,Tampa Bay Buccaneers (TB),2,1,1,1,0,0,0,1,6,6,84.2%,2020,4
9,Buffalo Bills (BUF),2,0,2,2,0,0,0,1,6,6,96.0%,2020,4
10,Baltimore Ravens (BAL),3,0,1,1,0,0,0,1,6,6,90.6%,2020,4
11,Cleveland Browns (CLE),3,1,2,2,0,0,0,1,5,5,42.7%,2020,4
12,Minnesota Vikings (MIN),3,0,1,0,0,0,0,1,5,5,19.7%,2020,4
13,Cincinnati Bengals (CIN),3,1,0,0,0,0,0,1,5,5,33.1%,2020,4
14,New York Giants (NYG),2,0,1,2,0,0,0,1,5,5,24.7%,2020,4
15,Green Bay Packers (GB),4,0,0,0,0,0,0,1,5,5,67.2%,2020,4
16,Seattle Seahawks (SEA),1,2,0,1,0,0,0,1,5,5,15.0%,2020,4
17,New England Patriots (NE),1,0,1,1,0,0,0,1,4,4,52.5%,2020,4
18,Washington Commanders (WAS),1,2,0,0,0,0,0,1,4,4,51.3%,2020,4
19,Los Angeles Chargers (LAC),0,1,0,0,1,0,0,1,4,4,42.7%,2020,4
20,New Orleans Saints (NO),3,1,0,0,0,0,0,1,4,4,62.8%,2020,4
21,Miami Dolphins (MIA),2,1,0,1,0,0,0,1,3,3,24.9%,2020,4
22,Carolina Panthers (CAR),1,0,1,1,0,0,0,1,3,3,7.6%,2020,4
23,Jacksonville Jaguars (JAC),1,1,0,0,0,0,0,1,2,2,22.8%,2020,4
24,Houston Texans (HOU),3,0,0,0,0,0,0,1,2,2,0.8%,2020,4
25,Chicago Bears (CHI),1,0,0,0,0,0,0,1,2,2,2.2%,2020,4
26,Arizona Cardinals (ARI),0,1,0,0,0,0,0,1,1,1,9.3%,2020,4
27,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,0,0,2.7%,2020,4
28,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,0,0,11.2%,2020,4
29,Pittsburgh Steelers (PIT),0,0,0,0,0,0,0,1,0,0,50.2%,2020,4
30,Detroit Lions (DET),2,1,0,1,0,0,0,1,0,0,4.0%,2020,4
31,Tennessee Titans (TEN),0,0,0,0,0,0,0,1,0,0,26.8%,2020,4
32,Dallas Cowboys (DAL),2,0,0,0,0,0,0,1,-2,-2,90.0%,2020,4
