Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Atlanta Falcons (ATL),5,1,4,4,1,0,0,1,28,28,2.7%,2020,12
2,Carolina Panthers (CAR),2,0,3,2,2,0,0,1,19,19,7.6%,2020,12
3,San Francisco 49ers (SF),2,2,2,2,1,0,0,1,17,17,96.0%,2020,12
4,Houston Texans (HOU),4,1,2,3,1,0,0,1,16,16,0.8%,2020,12
5,Washington Commanders (WAS),4,1,1,1,1,0,0,1,15,15,51.3%,2020,12
6,Green Bay Packers (GB),3,2,1,1,1,0,0,1,15,15,67.2%,2020,12
7,Los Angeles Rams (LAR),2,1,2,3,1,0,0,1,15,15,34.8%,2020,12
8,Pittsburgh Steelers (PIT),3,1,1,0,1,0,0,1,14,14,50.2%,2020,12
9,New Orleans Saints (NO),1,2,1,0,0,0,0,1,14,14,62.8%,2020,12
10,Miami Dolphins (MIA),3,2,0,0,0,0,0,1,14,14,24.9%,2020,12
11,Tennessee Titans (TEN),2,1,0,0,0,0,1,1,10,10,26.8%,2020,12
12,New York Jets (NYJ),4,0,2,4,0,0,0,1,9,9,19.1%,2020,12
13,Cincinnati Bengals (CIN),0,0,1,1,0,0,1,1,9,9,33.1%,2020,12
14,Seattle Seahawks (SEA),6,1,0,0,0,0,0,1,9,9,15.0%,2020,12
15,Los Angeles Chargers (LAC),3,1,2,1,0,0,0,1,9,9,42.7%,2020,12
16,New York Giants (NYG),2,1,2,2,0,0,0,1,9,9,24.7%,2020,12
17,Baltimore Ravens (BAL),0,1,1,2,0,0,0,1,8,8,90.6%,2020,12
18,Arizona Cardinals (ARI),3,2,0,0,0,0,0,1,8,8,9.3%,2020,12
19,Buffalo Bills (BUF),3,1,0,1,0,0,0,1,6,6,96.0%,2020,12
20,New England Patriots (NE),2,1,0,0,0,0,0,1,5,5,52.5%,2020,12
21,Minnesota Vikings (MIN),0,1,0,0,0,0,0,1,5,5,19.7%,2020,12
22,Kansas City Chiefs (KC),1,2,0,0,0,0,0,1,5,5,46.4%,2020,12
23,Denver Broncos (DEN),3,1,0,2,0,0,0,1,4,4,32.3%,2020,12
24,Jacksonville Jaguars (JAC),2,0,1,1,0,0,0,1,4,4,22.8%,2020,12
25,Tampa Bay Buccaneers (TB),2,0,1,1,0,0,0,1,4,4,84.2%,2020,12
26,Philadelphia Eagles (PHI),2,0,0,0,0,0,0,1,2,2,57.2%,2020,12
27,Dallas Cowboys (DAL),3,1,0,0,0,0,0,1,1,1,90.0%,2020,12
28,Cleveland Browns (CLE),0,0,0,1,0,0,0,1,0,0,42.7%,2020,12
29,Detroit Lions (DET),2,0,1,1,0,0,0,1,0,0,4.0%,2020,12
30,Las Vegas Raiders (LV),1,1,0,0,0,0,0,1,-1,-1,11.2%,2020,12
31,Indianapolis Colts (IND),1,0,0,0,0,0,0,1,-3,-3,52.9%,2020,12
32,Chicago Bears (CHI),0,0,0,0,0,0,0,1,-4,-4,2.2%,2020,12
