Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Mark Ingram II (NO),16,103,6.4,21,1,3,4,4,32,8,0,0,1,33.5,33.5,4.2%,2019,3
2,Alvin Kamara (NO),16,69,4.3,16,0,1,9,10,92,10.2,1,0,1,32.6,32.6,99.3%,2019,3
3,Phillip Lindsay (FA),21,81,3.9,9,0,2,4,5,49,12.3,0,0,1,27,27,0.3%,2019,3
4,Christian McCaffrey (SF),24,153,6.4,76,4,1,3,4,35,11.7,0,0,1,26.3,26.3,100.0%,2019,3
5,Dalvin Cook (MIN),16,110,6.9,25,1,1,4,5,33,8.3,0,0,1,22.3,22.3,99.9%,2019,3
6,LeSean McCoy (FA),8,54,6.8,25,1,1,3,3,26,8.7,1,0,1,21.5,21.5,2.0%,2019,3
7,Tony Pollard (DAL),13,103,7.9,28,1,1,3,3,25,8.3,0,0,1,20.3,20.3,94.9%,2019,3
8,Joe Mixon (CIN),15,60,4,14,0,0,2,2,34,17,1,0,1,16.4,16.4,99.9%,2019,3
9,Rex Burkhead (HOU),11,47,4.3,8,0,1,6,7,22,3.7,0,0,1,15.9,15.9,9.1%,2019,3
10,Frank Gore (FA),14,76,5.4,22,1,1,2,2,13,6.5,0,0,1,15.9,15.9,12.1%,2019,3
11,Marlon Mack (DEN),16,74,4.6,26,1,1,2,3,14,7,0,0,1,15.8,15.8,5.7%,2019,3
12,David Johnson (NO),11,37,3.4,15,0,0,6,9,28,4.7,1,0,1,15.5,15.5,0.1%,2019,3
13,Nick Chubb (CLE),23,96,4.2,13,0,0,4,7,35,8.8,0,0,1,15.1,15.1,99.9%,2019,3
14,Ezekiel Elliott (DAL),19,125,6.6,18,0,0,2,3,14,7,0,0,1,14.9,14.9,97.4%,2019,3
15,Aaron Jones (GB),10,19,1.9,7,0,2,1,1,4,4,0,0,1,14.8,14.8,99.2%,2019,3
16,Jeff Wilson Jr. (MIA),8,18,2.3,5,0,2,0,1,0,0,0,0,1,13.8,13.8,70.1%,2019,3
17,Darrel Williams (ARI),9,62,6.9,41,3,0,5,5,47,9.4,0,0,1,13.4,13.4,1.5%,2019,3
18,Chris Thompson (FA),7,29,4.1,11,0,0,4,5,79,19.8,0,0,1,12.8,12.8,0.0%,2019,3
19,Ronald Jones II (KC),14,80,5.7,25,1,0,1,1,41,41,0,0,1,12.6,12.6,2.5%,2019,3
20,Leonard Fournette (TB),15,66,4.4,69,4,0,6,8,26,4.3,0,0,1,12.2,12.2,97.5%,2019,3
21,Alexander Mattison (MIN),12,58,4.8,21,1,1,0,0,0,0,0,0,1,11.8,11.8,25.1%,2019,3
22,Austin Ekeler (LAC),9,36,4,11,0,0,7,7,45,6.4,0,0,1,11.6,11.6,100.0%,2019,3
23,Miles Sanders (PHI),13,53,4.1,14,0,0,2,4,73,36.5,0,1,1,11.6,11.6,96.7%,2019,3
24,Derrick Henry (TEN),17,44,2.6,11,0,1,1,2,2,2,0,0,1,11.1,11.1,98.4%,2019,3
25,Devonta Freeman (FA),16,88,5.5,28,2,0,3,4,7,2.3,0,0,1,11,11,0.0%,2019,3
26,Kerryon Johnson (FA),20,36,1.8,11,0,1,1,1,7,7,0,0,1,10.8,10.8,0.0%,2019,3
27,Matt Breida (NYG),14,68,4.9,10,0,0,2,3,20,10,0,0,1,9.8,9.8,3.3%,2019,3
28,Jordan Howard (FA),11,37,3.4,11,0,1,0,1,0,0,0,0,1,9.7,9.7,0.0%,2019,3
29,David Montgomery (CHI),13,67,5.2,25,1,0,3,3,14,4.7,0,0,1,9.6,9.6,95.9%,2019,3
30,Royce Freeman (HOU),15,63,4.2,13,0,0,4,5,10,2.5,0,0,1,9.3,9.3,1.5%,2019,3
31,Jamaal Williams (DET),12,55,4.6,12,0,0,2,2,27,13.5,0,0,1,9.2,9.2,88.5%,2019,3
32,Le'Veon Bell (FA),18,35,1.9,8,0,0,4,4,28,7,0,0,1,8.3,8.3,0.1%,2019,3
33,Carlos Hyde (FA),10,19,1.9,10,0,1,0,0,0,0,0,0,1,7.9,7.9,0.0%,2019,3
34,Gus Edwards (BAL),7,53,7.6,15,0,0,2,2,15,7.5,0,0,1,7.8,7.8,34.8%,2019,3
35,Sony Michel (FA),9,11,1.2,5,0,1,0,1,0,0,0,0,1,7.1,7.1,2.1%,2019,3
36,C.J. Prosise (FA),4,5,1.3,2,0,0,5,5,38,7.6,0,0,1,6.8,6.8,0.0%,2019,3
37,Kenyan Drake (BAL),12,38,3.2,8,0,0,3,6,34,11.3,0,1,1,6.7,6.7,22.0%,2019,3
38,Kyle Juszczyk (SF),0,0,0,0,0,0,3,3,51,17,0,0,1,6.6,6.6,0.4%,2019,3
39,Peyton Barber (FA),13,48,3.7,8,0,0,2,2,7,3.5,0,0,1,6.5,6.5,1.0%,2019,3
40,Raheem Mostert (MIA),12,79,6.6,19,0,0,0,1,0,0,0,1,1,5.9,5.9,81.6%,2019,3
41,Saquon Barkley (NYG),8,10,1.3,6,0,0,4,5,27,6.8,0,0,1,5.7,5.7,99.7%,2019,3
42,James Conner (ARI),13,43,3.3,10,0,0,4,4,14,3.5,0,1,1,5.7,5.7,97.1%,2019,3
43,Justin Jackson (DET),5,26,5.2,10,0,0,4,4,4,1,0,0,1,5,5,1.1%,2019,3
44,J.D. McKissic (WAS),1,44,44,44,3,0,0,0,0,0,0,0,1,4.4,4.4,8.2%,2019,3
